,CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,EducationLevel,DebtToIncomeRatio,InterestRate,JobTenure,LoanApproved
2220,498,52465.600000000006,17090.0,2.7,56,2,2,0.4483064962478152,0.1186741256034955,21,0
2221,458,44562.4,26069.0,5.4,59,2,2,0.6233737195630273,0.1582511873195758,4,0
2222,609,47771.0,13552.0,108.0,45,0,3,0.2521499956319241,0.235105945180426,2,0
2223,331,36652.0,15053.0,3.6,51,1,3,0.2331789879764679,0.2612559562807632,12,0
2224,664,52038.0,11804.160000000002,16.0,40,2,3,0.4795934542754031,0.1519413025909342,18,1
2225,583,35246.0,10841.0,48.0,51,0,3,0.3499549365158241,0.2095658334046662,7,0
2226,603,26330.0,31083.0,60.0,46,2,4,0.5660581211745601,0.1934120697327783,3,0
2227,552,42634.0,28535.0,36.0,44,0,1,0.1517358184888776,0.2841916041635913,6,0
2228,462,64389.600000000006,21311.0,7.2,47,0,0,0.5911340185859355,0.0225627878099405,16,0
2229,590,75711.0,15698.56,12.0,40,1,1,0.2066418162277959,0.0149816574163462,2,1
2230,570,135398.0,20729.0,84.0,22,0,1,0.1282172533731735,0.2437790948198317,7,1
2231,568,34949.6,21698.0,15.3,40,2,0,0.2032492058249403,0.1160381456606618,12,0
2232,569,35448.0,33466.0,48.0,40,0,3,0.30750196862907,0.2258974929352971,7,0
2233,580,77050.0,19071.0,24.0,25,0,0,0.385027621617689,0.2006232386743165,4,1
2234,623,63166.0,16577.0,48.0,42,0,1,0.3020290427077656,0.1846856138578078,3,1
2235,585,63947.0,17407.0,60.0,29,0,1,0.4736539984516875,0.1963884357650547,4,0
2236,598,122458.0,23968.0,36.0,52,2,3,0.2766536363698575,0.1879542127393574,3,1
2237,398,32556.0,19706.0,11.7,47,0,3,0.6718895546531628,0.1270599571260885,15,0
2238,647,66112.0,14050.56,21.0,40,2,2,0.4679180008290527,0.1949440974835012,15,1
2239,480,45054.4,16958.0,2.7,55,2,2,0.8738872132589158,0.2522466772312865,15,0
2240,486,15000.0,31469.0,96.0,18,0,0,0.3047207019633663,0.3339461432103361,8,0
2241,638,77953.0,18970.0,48.0,50,0,1,0.3171166337484852,0.1850364939561049,3,1
2242,599,34120.0,34287.0,60.0,43,0,3,0.1693155013698265,0.1953065477388872,4,0
2243,573,36029.0,10649.0,60.0,37,0,3,0.1496518168739662,0.2295445239622172,7,0
2244,432,55580.0,32068.0,96.0,33,0,1,0.2292224988378118,0.3070682598971757,6,0
2245,454,42076.8,20119.0,11.7,51,0,1,0.7090955919077736,0.021404387514947,3,0
2246,586,46355.0,69546.0,60.0,35,0,3,0.1700460694123351,0.3107076578570933,7,0
2247,561,41392.0,16446.08,11.0,34,0,4,0.5593919761970956,0.0485894279560583,15,1
2248,789,82601.0,11362.56,14.0,41,2,4,0.7102298714336205,0.2983638346753547,19,1
2249,583,162977.0,30027.0,36.0,56,0,3,0.3059673144073664,0.2384562519080747,4,0
2250,398,52915.2,12510.0,5.4,29,0,0,0.7761402777606206,0.0667287001726203,5,0
2251,546,52596.8,24630.0,15.3,47,2,3,0.5594181194343277,0.0775528876343991,1,0
2252,846,15255.2,30229.0,15.3,33,1,1,0.3675221028940524,0.2869174711762808,11,0
2253,554,104285.0,19066.0,84.0,55,0,3,0.3779538602345142,0.2580408294471738,12,1
2254,500,77317.0,16858.88,6.0,49,2,1,0.5382095675751818,0.1949340668555818,9,1
2255,693,55247.0,12337.28,5.0,54,1,2,0.0840493718498923,0.2301067768896178,28,1
2256,425,54004.8,18599.0,6.3,58,1,1,0.1619207438474345,0.102909954691412,6,0
2257,434,49135.2,23582.0,2.7,54,0,2,0.5356350524280641,0.1818748451154693,4,0
2258,564,42254.0,32485.0,60.0,39,0,3,0.4465833295985274,0.2516168905863616,5,0
2259,709,53126.4,17583.0,17.1,42,2,1,0.1365426042476918,0.2191693310006679,4,0
2260,592,39229.0,16519.0,72.0,44,0,2,0.1262911431205625,0.2677526368348694,5,0
2261,633,44770.4,14421.0,17.1,41,1,0,0.2325891402650812,0.0239359405468984,23,0
2262,561,67548.0,13555.2,13.0,40,0,1,0.2233299096170931,0.0297580654254391,17,1
2263,604,168186.0,42809.0,60.0,37,0,0,0.296457442097535,0.2436654668194969,3,0
2264,506,57882.0,13018.0,72.0,43,0,3,0.0309623739753383,0.274908887100355,8,0
2265,357,41904.0,10302.0,4.5,54,0,2,0.8463150620723935,0.2720363441142046,6,0
2266,555,30732.0,21218.0,60.0,35,0,1,0.4404584582123885,0.2101153986065926,5,0
2267,503,68370.0,32781.0,48.0,43,0,3,0.4583539686753249,0.2561571059577407,9,0
2268,765,53625.0,10972.160000000002,14.0,41,0,0,0.2928356783480531,0.1143286518694142,15,1
2269,596,21922.0,54733.0,36.0,34,1,0,0.0816985706071178,0.2687573673451809,5,0
2270,539,52261.0,17057.920000000002,9.0,53,1,3,0.2439168657248179,0.1757050264328236,9,1
2271,641,103913.0,11479.0,24.0,43,0,4,0.0205527363929082,0.1681233095448666,3,1
2272,557,48047.2,19083.0,4.5,49,0,1,0.532808052457186,0.0321444970242036,2,0
2273,344,52783.2,20824.0,3.6,51,1,2,0.6126612287197699,0.2835163995154859,20,0
2274,594,63674.0,19183.0,12.0,18,0,3,0.1082476198139007,0.1672357285450256,4,0
2275,643,75253.0,9328.0,13.0,37,2,4,0.3209482834093772,0.241432395482168,0,1
2276,735,48583.2,13290.0,10.8,48,0,3,0.156133204519823,0.1018231469740973,27,0
2277,563,62186.0,16051.0,60.0,27,0,1,0.4755927514139964,0.1971148734847315,4,1
2278,816,38168.8,23681.0,7.2,56,1,4,0.0228728870195802,0.0982207870854026,26,0
2279,374,26858.4,18706.0,5.4,34,1,2,0.4670150545692886,0.1927284748953466,2,0
2280,468,16985.0,43458.0,72.0,33,0,3,0.1945887302310674,0.3019863223887871,7,0
2281,535,62981.600000000006,16274.0,14.4,26,2,4,0.8075394322860524,0.0437986564304845,0,0
2282,607,300000.0,29361.0,60.0,43,0,1,0.1744175879901433,0.2471091431895173,5,1
2283,815,53412.0,11886.72,8.0,57,0,0,0.0702170806396546,0.2757485712867891,38,1
2284,571,81294.0,42562.0,60.0,19,2,1,0.0159806062806431,0.2454620805046351,6,0
2285,598,68680.0,31567.0,72.0,31,0,0,0.111602535593669,0.2427329202696823,7,0
2286,833,65468.0,27451.0,0.9,56,0,2,0.5384734173880948,0.175832088304404,27,0
2287,640,55048.0,13716.0,48.0,50,0,1,0.1349368903412158,0.2018726071396197,8,1
2288,369,39398.4,20619.0,15.3,34,0,0,0.6242041740876573,0.0567279986318683,4,0
2289,564,15000.0,20254.0,96.0,32,0,3,0.3610818525930346,0.2710430874107942,5,0
2290,520,66413.0,19633.28,5.0,50,1,0,0.0923294099733301,0.1473657217427377,20,1
2291,624,39570.0,14515.2,17.0,47,0,1,0.1378308164513529,0.1840890553204626,14,1
2292,508,68402.0,14011.0,12.0,32,0,0,0.3309725569801791,0.2551305580920952,5,0
2293,554,30814.0,44215.0,36.0,35,0,4,0.1839024489914023,0.2481555754333533,6,0
2294,359,53823.2,10376.0,10.8,47,2,0,0.8098813541873822,0.174499835068324,13,0
2295,604,50220.0,19533.0,48.0,35,1,4,0.1631673948380907,0.2097242522394276,4,0
2296,596,118021.0,22507.0,60.0,42,2,2,0.2508182759541461,0.2130126732647482,4,1
2297,388,54015.2,24114.0,7.2,50,2,3,0.4600322651727894,0.1781873294239119,15,0
2298,652,39311.2,18340.0,1.8,42,1,1,0.1690488717418835,0.28910377742167,0,0
2299,711,48068.0,16187.520000000002,4.0,58,0,0,0.4790160855609953,0.0157433811455651,37,1
2300,748,29060.0,29113.0,10.8,44,2,2,0.7312082257630137,0.2118628332223964,7,0
2301,788,65847.2,21990.0,3.6,49,0,2,0.4331576455432819,0.266047218683948,14,0
2302,635,31895.0,31335.0,24.0,37,0,1,0.2628754541180794,0.1864431238512949,6,0
2303,578,51374.0,8194.560000000001,10.0,56,1,1,0.0901729077399423,0.2374368981522583,38,1
2304,621,102727.0,22894.0,60.0,44,0,4,0.5465567880328251,0.1828603434263843,2,1
2305,625,68509.0,17840.0,36.0,43,0,0,0.135768228207983,0.1894661347526532,8,0
2306,503,22648.0,11603.0,6.3,54,1,1,0.1135140781301883,0.2340270027748391,2,0
2307,595,50548.0,30803.0,96.0,51,0,3,0.3058043507989495,0.2152398288933115,10,0
2308,608,52495.0,23743.0,84.0,37,0,4,0.3891783483469733,0.2582759525040824,2,0
2309,474,49380.8,21025.0,16.2,37,0,0,0.7031951393190091,0.2889877149455703,7,0
2310,579,45411.0,31179.0,108.0,18,0,3,0.1969844630128567,0.3210922918779718,5,0
2311,709,70509.0,12693.120000000004,12.0,41,1,2,0.2220709524998211,0.2430516769769434,22,1
2312,779,59236.0,11812.48,13.0,52,0,4,0.4030868603776134,0.1171259511015136,23,1
2313,626,78588.0,13262.080000000002,22.0,43,1,4,0.6067341905438473,0.1182725022888857,10,1
2314,323,60432.8,23555.0,7.2,48,0,0,0.206211386920698,0.1881965562324344,7,0
2315,397,45828.0,30376.0,1.8,52,0,1,0.7807854548540514,0.2749014075420237,18,0
2316,377,39734.4,16710.0,2.7,43,0,4,0.9682737771466288,0.0723619074093696,3,0
2317,590,203577.0,16300.0,24.0,61,0,1,0.0180176607084994,0.2101296002396312,9,1
2318,812,31868.800000000003,20613.0,12.6,40,1,2,0.3031567912401557,0.2756196152764325,8,0
2319,540,18863.2,19268.0,10.8,50,0,3,0.2848825475781464,0.1847784011247935,27,0
2320,348,50167.2,14937.0,3.6,59,2,1,0.4446486560122187,0.0781270140902223,19,0
2321,579,40036.0,19332.0,120.0,24,0,4,0.2155319594491245,0.2825444601902103,5,0
2322,596,15000.0,15222.0,24.0,38,0,0,0.1922140805365533,0.1921593084065499,5,0
2323,389,39599.2,14499.0,9.9,43,0,1,0.7919582836410187,0.0651974218464012,8,0
2324,460,48648.8,18147.0,7.2,53,2,4,0.9735093682627696,0.2452996758965999,5,0
2325,439,34935.200000000004,23674.0,15.3,46,2,1,0.6822661920553106,0.0626549866615879,13,0
2326,580,37512.0,38401.0,60.0,44,0,1,0.0288022881606136,0.3040812,6,0
2327,576,108080.0,54773.0,60.0,37,1,2,0.3966110171020048,0.2922585284776626,3,0
2328,633,40909.600000000006,19107.0,14.4,48,1,0,0.2355248888452138,0.1339150249292447,30,0
2329,616,32339.0,19325.0,36.0,51,0,1,0.4432768518542498,0.1858072611379054,5,0
2330,426,67333.0,19562.0,48.0,36,0,3,0.3035528288378484,0.2843808957357495,6,0
2331,569,59065.0,10148.48,10.0,57,2,1,0.5929399547968449,0.1083421237598361,19,1
2332,717,56385.600000000006,17416.0,9.9,28,1,0,0.0675792596570583,0.0342476386800342,4,0
2333,601,110829.0,15915.0,72.0,26,1,0,0.4432212752454243,0.200741718635185,3,1
2334,704,67593.0,15639.04,5.0,56,1,4,0.3305180896735421,0.0799053724006966,35,1
2335,624,105979.0,30488.0,48.0,40,0,4,0.208156427982024,0.2171724749443449,2,1
2336,646,102122.0,24661.0,72.0,49,0,2,0.2397862486034616,0.2139010280931482,3,1
2337,557,79260.0,11473.0,60.0,57,0,3,0.1209291681889305,0.266971187883972,4,0
2338,586,65934.0,7847.040000000001,4.0,62,0,4,0.7345374926915471,0.1489457987808725,36,1
2339,463,21988.0,25666.0,48.0,40,0,3,0.23069620245685,0.2491584008598401,8,0
2340,419,62669.600000000006,17756.0,9.9,42,1,2,0.2155011155521374,0.0523955722895792,23,0
2341,603,62518.4,16656.0,15.3,42,0,2,0.7176699738627145,0.1388907971383853,14,0
2342,597,46087.0,9213.0,24.0,39,1,4,0.5598785298026022,0.1743300342205782,3,0
2343,573,33799.0,10075.0,72.0,38,0,3,0.1657579541214148,0.2486810504238144,1,0
2344,684,38568.8,22269.0,1.8,51,0,1,0.7844668184618818,0.0828772421591737,4,0
2345,438,34416.0,20716.0,9.9,40,2,4,0.9949691832295372,0.232688160966669,9,0
2346,577,40543.0,34405.0,72.0,27,0,1,0.2478389594956095,0.2455708040314032,2,0
2347,551,18096.0,28081.0,120.0,39,0,4,0.382349384729947,0.2964531197760753,3,0
2348,651,43044.0,16679.0,36.0,41,0,1,0.0876573619400055,0.1746453843947427,7,1
2349,828,77387.0,11226.240000000002,29.0,36,2,2,0.4616363193063246,0.2429192814794716,5,1
2350,475,55528.0,18523.0,20.7,36,1,3,0.6434241984501204,0.2188728771760721,13,0
2351,561,120294.0,41817.0,72.0,25,0,3,0.6129199521753849,0.3108291717806499,4,0
2352,584,33555.0,44964.0,36.0,54,0,0,0.4445724445302972,0.2530142060116638,5,0
2353,326,43071.2,29515.0,0.9,64,0,3,0.2896646040739256,0.1052553496483082,12,0
2354,540,67131.0,25472.0,48.0,31,0,2,0.121731875392076,0.2277705594276466,5,0
2355,550,61508.8,15038.0,22.5,35,1,1,0.7757628866405624,0.168275224590377,11,0
2356,434,64043.2,18359.0,19.8,42,0,1,0.4616496538819703,0.1413675322079989,12,0
2357,578,211038.0,36126.0,36.0,51,0,3,0.3655602681311293,0.2381071086302033,5,1
2358,721,26473.6,21867.0,5.4,39,0,1,0.3098599774921206,0.2526805816337045,19,0
2359,725,55539.2,20064.0,11.7,50,0,4,0.2245189214356906,0.0945789380019505,10,0
2360,753,56578.0,12762.88,5.0,62,0,0,0.1120423365681424,0.1327192401321497,8,1
2361,832,77184.0,12000.64,17.0,47,2,0,0.509732754091004,0.1966902380119344,23,1
2362,623,51120.0,13614.0,12.0,34,0,4,0.1513462370000808,0.159689835830617,7,1
2363,604,45179.0,30143.0,60.0,46,0,3,0.1591144567477255,0.2568573308985249,4,0
2364,426,54962.4,22765.0,6.3,51,1,0,0.91550119196473,0.0464731271158548,20,0
2365,524,59111.0,76785.0,60.0,39,0,4,0.140249128377312,0.3210126419477018,5,0
2366,513,45425.0,20238.0,60.0,54,0,1,0.2382803721642603,0.2649637592480021,5,0
2367,471,43495.2,24501.0,23.4,38,1,0,0.8254100320955104,0.1740679012166502,20,0
2368,668,43498.4,11621.0,14.4,46,0,2,0.7978466031048695,0.236088557479554,11,0
2369,576,21529.0,14940.0,36.0,34,0,3,0.6139324124750617,0.2126215279464519,7,0
2370,614,80227.0,9565.0,36.0,53,0,2,0.4224560069893852,0.2198415263635694,2,0
2371,630,104364.0,27665.0,48.0,56,0,3,0.4682627072712458,0.1744437174983361,6,1
2372,444,44486.4,18241.0,7.2,54,0,3,0.9916349299914274,0.0622280786887959,33,0
2373,668,73300.0,13491.0,36.0,57,0,1,0.1597182500291513,0.1969410577349439,5,0
2374,597,24262.0,30582.0,72.0,49,0,3,0.2502147896761841,0.2271200419117529,8,0
2375,479,21899.0,16273.0,48.0,56,1,3,0.2816283599919704,0.2658937687051922,4,0
2376,504,34402.0,16368.0,36.0,50,0,3,0.4311621691771142,0.2581360379837399,6,0
2377,585,18844.0,29555.0,96.0,26,0,3,0.2303920209320333,0.2855582014016494,2,0
2378,615,81182.0,10101.0,60.0,48,1,3,0.491570507322683,0.205363410479815,6,1
2379,342,32916.8,17893.0,8.1,40,1,3,0.8699924099872329,0.2644581414233264,0,0
2380,616,33315.0,15457.0,36.0,35,0,0,0.599810182857704,0.2161774069125759,6,0
2381,368,52018.4,17905.0,9.9,53,0,1,0.8818832619891649,0.2657349560874335,14,0
2382,502,44057.600000000006,13871.0,12.6,44,0,4,0.4143012362808531,0.2844260333130355,16,0
2383,763,53070.0,15132.160000000002,21.0,42,2,3,0.4379504678591266,0.259564486305387,10,1
2384,847,64709.0,16513.920000000002,24.0,41,1,3,0.6705272549281954,0.1876779682125544,1,1
2385,663,52719.0,18364.0,24.0,59,0,1,0.3978389398664884,0.1896423857903976,6,0
2386,438,35408.0,24641.0,21.6,38,2,2,0.1365854763480507,0.0327047563505667,20,0
2387,321,51053.600000000006,23207.0,15.3,46,1,3,0.4354889584625216,0.294375002509237,4,0
2388,385,40319.2,27812.0,0.9,62,0,1,0.6703257819913234,0.1575031912162941,3,0
2389,644,36282.4,17854.0,0.9,53,2,1,0.481183420817355,0.0299804639474274,16,0
2390,651,65864.0,13235.84,5.0,53,2,4,0.1842615714760401,0.1927897221057198,29,1
2391,704,41041.600000000006,21642.0,4.5,55,0,2,0.0655124881890308,0.1522964293455143,28,0
2392,560,24084.0,34031.0,24.0,70,0,0,0.0551090513220578,0.211090215517482,0,0
2393,523,47679.2,16902.0,1.8,55,2,2,0.8330463265283606,0.048634060410268,2,0
2394,506,59996.8,18681.0,2.7,58,0,2,0.1699014023905954,0.0142986378680363,23,0
2395,688,44105.0,9338.0,12.0,55,0,4,0.1948510982243719,0.1133095948045364,8,1
2396,574,43141.0,18445.0,36.0,21,0,0,0.2726130903248742,0.2287430562053317,5,0
2397,565,37148.8,22206.0,1.8,48,2,1,0.1047184652486805,0.0950330973962061,3,0
2398,579,80460.0,17553.280000000002,4.0,57,2,4,0.1911396817040409,0.2872619993066999,27,1
2399,591,29727.0,23337.0,96.0,51,0,3,0.3329662353338392,0.2939054764685485,7,0
2400,603,30728.0,18088.0,60.0,58,0,3,0.1812752699836146,0.2348460363174685,3,0
2401,558,32400.0,13728.0,60.0,26,0,2,0.2243906172368401,0.2575746252413038,9,0
2402,436,51786.4,21007.0,22.5,28,0,0,0.5974094224563418,0.0711888224973501,10,0
2403,500,19976.0,18925.0,36.0,45,0,3,0.0754412330065441,0.2732923964780921,2,0
2404,531,152469.0,27345.0,60.0,53,1,4,0.0345289208869617,0.2584328780600314,2,1
2405,516,55296.0,12547.0,48.0,34,0,1,0.429045160625858,0.2068709438239317,9,1
2406,550,58084.0,34349.0,12.0,60,0,3,0.1717513740010531,0.2145840359625618,7,0
2407,504,74726.0,57207.0,48.0,35,0,0,0.4355649942775549,0.3302989647606829,5,0
2408,449,21215.0,63142.0,60.0,42,0,3,0.2356096684056169,0.3372385438518374,5,0
2409,823,54420.0,7180.8,17.0,48,2,4,0.1315183347403803,0.171961014580761,0,1
2410,359,61079.2,29095.0,5.4,49,0,1,0.0453726390097345,0.2653295335731517,28,0
2411,418,58656.8,11258.0,12.6,28,0,4,0.7189030148972941,0.2338477130869216,2,0
2412,551,61155.0,31510.0,48.0,39,0,4,0.1841854655436697,0.2508145535948308,3,0
2413,604,107038.0,21817.0,24.0,21,0,4,0.49447557308558,0.212262070761929,16,0
2414,479,27579.0,12055.0,72.0,37,0,3,0.2676831500571039,0.256568891764548,9,0
2415,514,80442.0,32654.0,84.0,49,0,3,0.4712463567174416,0.2831484520221852,3,0
2416,568,41815.0,40716.0,36.0,39,0,0,0.0819291992976184,0.2299667966042484,4,0
2417,626,27474.0,47675.0,48.0,39,0,1,0.4941497286632448,0.2215568061370083,4,0
2418,326,47228.8,19307.0,15.3,36,1,2,0.7566693914600627,0.0443166192755881,7,0
2419,610,15000.0,12575.0,60.0,51,0,3,0.3347576863636714,0.2043855314537081,7,0
2420,696,49258.4,21012.0,7.2,48,1,3,0.5948306473736147,0.2114722660194779,13,0
2421,333,37202.4,11486.0,20.7,42,0,4,0.8133718470812382,0.1675035974792563,18,0
2422,838,55019.0,7043.200000000001,3.0,58,1,4,0.6256173280116122,0.0313205385446468,29,1
2423,588,69761.0,13776.0,36.0,30,2,4,0.3542956205733312,0.2050546781870474,7,1
2424,609,230505.0,27734.0,84.0,31,0,1,0.0045583108762652,0.2170863721252506,6,1
2425,402,34190.4,30369.0,7.2,46,2,4,0.027799860796226,0.0731899715620991,19,0
2426,451,55814.4,22632.0,3.6,54,0,3,0.3935347472519279,0.155034524891352,24,0
2427,478,69478.40000000001,17150.0,14.4,49,1,1,0.7312432397962944,0.0989095529545216,5,0
2428,526,107516.0,57883.0,48.0,31,0,1,0.5944668968001902,0.2677744055675023,2,0
2429,575,36907.0,26764.0,60.0,46,0,3,0.4060035479794768,0.2148008102211128,4,0
2430,484,74238.0,15382.0,72.0,34,0,1,0.0781580976565023,0.2919766646946816,5,0
2431,513,142765.0,31452.0,24.0,42,0,4,0.2353057670165363,0.2416539047290409,5,1
2432,526,46494.4,24110.0,4.5,52,2,3,0.4700194658975095,0.2222003543445492,19,0
2433,546,71910.0,11775.0,60.0,26,2,0,0.4585452396865633,0.2285225995921921,3,0
2434,741,53042.4,16455.0,0.9,60,1,1,0.6760402957135345,0.0675816063183462,24,0
2435,564,47762.0,10840.0,48.0,43,0,4,0.0761525529519029,0.2086971640717263,5,1
2436,685,49260.0,13935.36,18.0,43,2,4,0.5706745166722687,0.2507314892570429,5,1
2437,691,69560.8,16053.0,5.4,51,0,4,0.3834095803185882,0.0427419742559609,2,0
2438,617,61454.0,15073.920000000002,6.0,57,0,1,0.6712582706897507,0.1933851024038275,24,1
2439,475,36864.0,10535.0,96.0,56,0,4,0.0795472441026558,0.2731909237316685,6,1
2440,429,46239.2,17852.0,25.2,29,2,3,0.6960353966968991,0.1906807115648988,11,0
2441,605,91352.0,39051.0,12.0,34,0,1,0.5072526121859414,0.1666527128622843,2,1
2442,642,95781.0,12313.0,36.0,37,0,2,0.4399323130475846,0.1646060155946305,4,1
2443,598,32579.0,77429.0,36.0,46,0,0,0.4271711892975462,0.2681901929146034,4,0
2444,635,61964.0,14280.320000000002,8.0,54,1,1,0.579952802292596,0.1952823446103344,24,1
2445,533,48173.0,9791.0,24.0,41,0,3,0.1355904292625782,0.1834703223867541,2,1
2446,785,80684.0,12811.520000000002,8.0,50,0,4,0.5766161691599603,0.2876543765991147,1,1
2447,319,52398.4,18532.0,13.5,44,0,2,0.3431924987350035,0.0882706945169223,12,0
2448,484,27349.0,47668.0,108.0,34,2,4,0.0407752080395278,0.3008152631432475,5,0
2449,642,19427.0,11734.0,108.0,51,0,1,0.358591223669112,0.2000140887509272,6,0
2450,396,33501.0,17829.0,24.0,41,0,3,0.1023944351187035,0.3064043983265022,2,0
2451,612,31255.0,15057.0,36.0,29,0,4,0.0122298381083015,0.1901788147748337,4,0
2452,511,59183.0,28459.0,60.0,35,0,1,0.2210936295138257,0.3045591240017621,4,0
2453,427,67577.6,18595.0,25.2,33,2,1,0.6859526688800873,0.2085774239309411,5,0
2454,322,33492.8,23459.0,0.9,52,0,1,0.2073170338990217,0.1598163670353879,27,0
2455,309,14874.4,17846.0,15.3,39,1,0,0.537078812129977,0.0507510701974335,17,0
2456,773,54856.0,7202.560000000001,16.0,38,2,1,0.5130702991548568,0.0402320769125583,20,1
2457,569,25513.0,28497.0,60.0,25,1,0,0.2102216256833535,0.255673817071334,3,0
2458,518,64199.0,23712.0,36.0,37,1,1,0.2812383169362925,0.2834763811246948,3,0
2459,415,43302.4,15127.0,8.1,50,2,3,0.2239927307629857,0.2266740550788334,1,0
2460,415,58377.600000000006,15809.0,4.5,59,1,3,0.0377394981311839,0.2492572844315391,9,0
2461,327,80354.40000000001,25887.0,9.9,35,1,2,0.7279839965572554,0.050290125824016,17,0
2462,592,46441.600000000006,14538.0,5.4,44,0,4,0.8195998530615555,0.0169160287586113,7,0
2463,483,57108.8,20841.0,0.9,48,2,3,0.4875189500336951,0.114964897320287,9,0
2464,535,43616.8,21164.0,3.6,61,2,3,0.8672898588072152,0.0503406735233233,13,0
2465,808,59307.0,13325.44,29.0,32,1,0,0.2101004439957361,0.03288265855869,9,1
2466,630,24203.0,26225.0,24.0,62,0,3,0.260068768805783,0.1764498754793484,4,0
2467,609,43675.0,14832.0,48.0,27,0,2,0.3332543791317746,0.2084392661591291,9,0
2468,358,34334.4,25453.0,2.7,55,1,0,0.7494314557177656,0.0501358131445271,5,0
2469,447,50227.2,18295.0,1.8,62,1,4,0.3394865702388375,0.0202436231627078,30,0
2470,534,30810.0,20987.0,60.0,27,1,1,0.0597992900612427,0.2661407095043539,8,0
2471,576,54045.600000000006,14723.0,6.3,44,2,1,0.1972719496180837,0.2667087769490818,26,0
2472,545,21873.0,30117.0,36.0,20,0,3,0.0565352034539925,0.2654949321024578,2,0
2473,547,63341.0,8483.2,17.0,50,1,2,0.5868280995864817,0.190150105366893,19,1
2474,525,63907.2,26835.0,9.9,47,0,0,0.3167853993133973,0.1076694300107855,21,0
2475,729,49278.0,15836.8,3.0,52,0,2,0.7379631272512415,0.2700829978847469,5,1
2476,579,52715.0,41874.0,84.0,37,0,4,0.2313774325453871,0.2490554524418267,8,0
2477,494,36525.0,32988.0,36.0,31,0,3,0.2470747619430852,0.2607752415396224,5,0
2478,621,55376.0,12273.0,72.0,45,0,1,0.1528866205355807,0.2166837590716518,3,1
2479,490,34056.8,21937.0,9.0,48,0,4,0.7159750221830852,0.2617541020124169,4,0
2480,517,65495.2,23865.0,2.7,62,2,0,0.5386850109278561,0.2264011773649793,23,0
2481,660,52857.600000000006,21277.0,16.2,45,0,4,0.0406106034180961,0.2621189851614808,21,0
2482,447,47388.0,16796.0,3.6,50,1,1,0.2616884012141378,0.1988752468110018,3,0
2483,641,62144.0,10433.920000000002,3.0,33,1,2,0.0979407788132424,0.2217835500011913,10,1
2484,842,41379.2,18847.0,2.7,62,1,3,0.7202091326505075,0.0767049291889253,21,0
2485,312,41117.600000000006,20483.0,11.7,48,1,2,0.2383448342058567,0.1361716542040123,12,0
2486,348,48228.8,21516.0,2.7,58,1,3,0.8414414650712722,0.2846715513925036,8,0
2487,586,32266.0,4777.0,24.0,20,0,0,0.292839974113097,0.210048576950887,2,0
2488,521,115375.0,14505.0,36.0,49,0,0,0.3952256260568402,0.2326537023933328,10,1
2489,363,56961.600000000006,22208.0,4.5,37,1,1,0.2121278846909415,0.2195448647370546,1,0
2490,622,123829.0,8129.0,48.0,48,1,1,0.2409195393370353,0.1866300627513006,3,1
2491,678,46021.600000000006,26054.0,24.3,35,1,3,0.2515301842578494,0.2798622633983649,12,0
2492,563,94681.0,11402.0,48.0,35,0,0,0.457623606524366,0.2153068338322326,6,1
2493,424,36665.0,8303.0,48.0,18,0,2,0.311166376841944,0.322642264380255,2,0
2494,522,48492.0,20937.0,48.0,59,2,1,0.1719186708862993,0.2593142982935369,4,0
2495,813,66799.0,11731.840000000002,13.0,44,0,3,0.5496027511222559,0.1060994495286389,20,1
2496,631,44416.0,41904.0,12.0,55,1,4,0.2455219631006255,0.172787862445252,6,0
2497,528,31614.0,12435.0,108.0,25,1,4,0.1347563557793093,0.2770504976549173,6,0
2498,841,69778.0,9943.68,9.0,50,1,3,0.1176643519010451,0.2652459705245768,24,1
2499,592,51497.0,26464.0,96.0,44,0,3,0.1922376241308354,0.2128634856046196,11,0
2500,532,75622.0,13150.080000000002,9.0,53,2,3,0.5848805512274954,0.2158504913215243,18,1
2501,540,90943.0,15806.72,14.0,48,0,4,0.5217389744758953,0.1065023809253403,4,1
2502,437,51828.8,17871.0,4.5,51,0,1,0.3208048499015785,0.113336278691638,29,0
2503,625,48308.0,15786.0,3.6,26,1,4,0.6872026407383413,0.1984784716130444,4,0
2504,800,37373.6,27264.0,0.9,43,1,0,0.4855799519900815,0.0492571627903949,2,0
2505,558,30802.0,31556.0,48.0,38,1,0,0.2441703881955815,0.2079730974924498,5,0
2506,523,23430.0,46965.0,108.0,48,0,0,0.1948664153423137,0.3443026251912187,3,0
2507,390,58647.2,20307.0,2.7,55,2,3,0.3067884320736589,0.1047826035654653,21,0
2508,591,74817.0,29835.0,48.0,63,0,0,0.6115384152908331,0.2624456019466234,2,0
2509,609,35312.0,17060.0,84.0,41,0,3,0.0789861415701799,0.2527404896013822,3,0
2510,407,30019.2,20183.0,23.4,37,1,1,0.4859358019009906,0.2087641161192822,4,0
2511,672,68813.0,8308.480000000001,12.0,46,2,2,0.5302829507894545,0.2387704649935199,1,1
2512,609,27345.0,10930.0,120.0,41,0,3,0.2463882966579955,0.2532643684065047,9,0
2513,643,17040.0,16848.0,60.0,33,0,4,0.3082077307050831,0.197806385485549,4,0
