CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,UtilityBillsPaymentHistory,JobTenure,CorrectPrediction,LoanApproved
397,46088.8,21321.0,1.8,51,1,0,0,2,3,455,0.923108584658676,7,6,0.2285721996875452,0,4,0,0.2620476687655993,26,4416,3410,52899,66672,554,26,0.1188249658248026,16,1,0
501,67537.0,17893.0,24.0,31,0,0,1,3,2,162,0.5545369434209816,6,0,0.5897094121040726,0,1,0,0.2187608250460579,31,5687,2961,108152,45945,62207,18,0.9150851625069124,3,1,1
608,69888.0,26790.0,48.0,27,0,1,1,1,1,331,0.5098529415207546,5,1,0.5607332060095127,0,3,0,0.2258199825718112,25,8222,1017,74391,10422,63969,11,0.771634727681425,5,0,0
609,21998.0,38584.0,84.0,45,0,1,3,1,1,393,0.1082979745686526,2,0,0.5628829427626102,0,1,0,0.2874786855393572,21,11392,352,31220,6348,24872,11,0.6510262460530012,7,1,0
556,51765.0,10629.0,48.0,33,0,1,2,3,3,404,0.116977914933133,1,1,0.1955300270613699,0,0,0,0.25844764975626,32,5608,2027,242352,42892,199460,13,0.9330279638605872,6,1,0
597,54362.4,17082.0,20.7,41,1,3,0,2,0,736,0.8161635079770345,4,3,0.7393988894740658,0,1,0,0.1362670471084826,13,5059,1894,5161,28281,79423,0,0.067194018070491,12,1,0
506,27180.0,32662.0,72.0,51,1,0,2,1,3,158,0.3692609097176378,4,4,0.0949600851092191,0,4,1,0.280222463837454,24,925,1704,26208,17416,8792,6,0.7844565244618272,5,1,0
692,53059.0,12017.920000000002,14.0,47,1,1,1,2,1,649,0.186319713537049,3,3,0.611954666932948,0,3,0,0.1003684496736342,22,6878,1613,108201,21106,46564,10,0.1819165036109349,20,0,1
577,52501.0,8055.68,21.0,36,1,3,4,3,2,478,0.3019047077406712,14,4,0.6791762319452763,0,2,0,0.2341113681201259,23,4001,2615,54344,715,9049,2,0.0073870217397423,3,0,1
429,53018.4,22450.0,10.8,46,1,1,0,2,2,274,0.4931701107822769,2,0,0.7010913866453821,0,0,0,0.2754881924519791,1,8299,1734,120614,43035,56731,1,0.0782047114029935,16,1,0
553,42234.0,8570.0,24.0,29,0,0,3,3,1,322,0.2400387506070831,4,1,0.1167605510738624,0,1,0,0.1805775420649276,25,3570,396,60100,21128,38972,19,0.8355470846663482,9,1,0
645,37188.8,19495.0,0.9,43,0,2,2,3,1,526,0.853719531649622,13,5,0.0171369443768982,0,4,0,0.1356532579973006,6,7585,2073,199918,51498,65249,25,0.5112265008939241,14,1,0
333,50651.2,13120.0,9.0,47,0,1,3,2,3,77,0.6912331747850289,12,0,0.2684036743625194,0,0,0,0.2531510984340218,25,3575,3239,44285,42584,53990,10,0.5435154233140972,0,1,0
580,40409.0,6397.0,48.0,36,0,1,1,1,0,944,0.3413942386660756,4,0,0.1850369703420503,0,3,0,0.2048000293812698,21,5555,285,81384,15641,65743,13,0.6103913242012696,3,1,0
577,23171.0,41493.0,48.0,30,1,0,1,3,0,315,0.0882885028044693,5,1,0.2031856043283596,0,1,0,0.2790243816166275,14,1033,258,45158,16976,28182,9,0.7358488429477776,4,1,0
538,15031.0,47784.0,60.0,40,0,0,1,0,0,550,0.331907478038726,4,0,0.285923780591752,0,2,0,0.2760706038381535,26,2319,2734,88467,6740,81727,9,0.8792540700592508,8,1,0
593,32995.0,10117.0,96.0,42,0,2,1,4,0,212,0.3826715881948991,2,0,0.0756175236494604,0,1,0,0.2101227180108469,29,4132,341,272835,25323,247512,16,0.9272067177594752,3,0,1
596,31251.0,66582.0,24.0,51,2,2,0,1,3,357,0.5664480969779048,2,2,0.1601695538852808,0,3,1,0.2474564400627162,21,2313,945,30153,37940,3276,25,0.7840615661655488,5,1,0
603,44469.0,22267.0,60.0,44,2,1,4,4,0,645,0.4977959971415331,3,1,0.26470002264054,0,1,0,0.2164661560487105,22,2839,388,14199,17758,4761,29,0.7519315037850854,3,1,0
401,40508.0,21406.0,6.3,45,0,2,0,0,0,393,0.5822953638972828,7,1,0.4356740588865724,0,3,0,0.137191720152068,18,2764,0,109716,47091,33898,1,0.580020818472507,11,1,0
658,62773.600000000006,11318.0,2.7,62,2,1,3,1,1,386,0.01466280685825,12,5,0.5975783958216966,0,1,1,0.248854827450433,22,5873,1005,53281,31858,4902,29,0.3788913641104792,34,0,0
581,15000.0,19910.0,60.0,22,0,1,3,3,0,310,0.492366339000215,2,0,0.0605605808601842,0,4,0,0.2231873410739031,30,1784,427,56547,23331,33216,22,0.6554976600282759,5,1,0
417,57500.8,21754.0,0.9,54,0,0,4,4,0,550,0.2298423338653029,8,7,0.1351353836114424,0,3,0,0.0648963762422,23,2478,3264,96490,31176,108745,14,0.847799312988803,9,1,0
608,18449.0,28603.0,48.0,35,0,2,3,0,3,193,0.1706565672601858,3,1,0.0501002252761089,1,2,1,0.1923640794060465,18,3305,3951,50844,38891,11953,24,0.9230692627809968,5,1,0
584,37324.0,13907.0,48.0,31,1,1,0,2,3,231,0.3568794221341323,3,0,0.5285544185716411,0,1,0,0.224156899635859,29,1634,3050,23851,48528,10633,22,0.8644436966459175,4,1,0
456,93182.0,34330.0,60.0,23,2,2,4,1,2,366,0.1999689946084389,4,1,0.3052483371718516,0,3,0,0.3117628118432566,30,18137,7254,130596,11338,119258,27,0.905525462780009,6,0,0
627,75324.0,9334.0,24.0,37,0,1,0,1,0,543,0.1894088137740536,5,2,0.3089054752096431,0,2,0,0.1703079604301986,27,21819,723,188197,46654,141543,17,0.8684885641051654,5,1,1
571,48012.0,32053.0,12.0,38,1,2,2,1,0,416,0.1979229600567784,4,1,0.3487837341065256,0,3,0,0.2389838986001356,22,3069,1365,31530,57197,1494,1,0.5107997613721496,3,1,0
483,33133.0,69001.0,36.0,26,0,2,1,3,0,147,0.2734011806667631,5,0,0.0636877328638239,0,1,0,0.2883303334951714,23,1047,1456,183184,127572,55612,5,0.724575295869661,3,1,0
522,42547.0,17507.0,36.0,37,2,1,3,4,3,314,0.3852954001126771,5,3,0.230513400753631,0,0,0,0.2383220658482739,25,2538,2258,14174,10038,4136,9,0.8323249750931124,10,1,0
482,37799.2,22027.0,4.5,42,0,1,4,4,0,392,0.2268427254504558,11,0,0.2376241294152931,0,0,0,0.2493714593788963,3,5863,3492,154868,51869,87636,7,0.5661136229291115,19,1,0
468,32469.6,26217.0,6.3,41,2,1,1,0,0,602,0.958561225633188,12,0,0.655929221570485,0,1,1,0.2948158673888108,15,4490,2928,116877,58249,41552,17,0.1860633139770807,2,1,0
605,72486.0,16934.0,72.0,42,0,2,2,4,2,500,0.1895155994839986,1,1,0.2264539262329328,0,4,0,0.2480020490918477,32,4632,3536,83273,20189,63084,28,0.638030444296687,8,1,1
632,50374.0,13595.0,36.0,42,0,1,0,1,0,489,0.0450475640029599,1,1,0.2000778360476819,0,1,0,0.1702526144955011,27,639,168,105899,42610,63289,16,0.5882897799215472,7,0,1
308,37492.8,10133.0,21.6,41,2,1,3,0,3,349,0.4159308946392211,3,6,0.4712973094133984,0,4,0,0.077962311102229,20,7952,3791,108650,62791,31707,5,0.2996869918340942,19,1,0
785,37392.8,18076.0,8.1,52,1,1,2,2,1,411,0.981850693287704,13,6,0.1628364174580194,0,0,0,0.2967396181959841,13,3529,3632,2275,53415,58061,23,0.2852701346538185,15,1,0
551,114734.0,36586.0,24.0,56,0,0,3,3,2,373,0.6399487779518545,2,0,0.2816935733808091,0,3,0,0.2716690691320694,20,7390,226,48719,288145,5977,6,0.94720552115846,5,0,0
580,80895.0,21120.0,96.0,43,0,1,2,3,3,517,0.052906864521606,4,0,0.3348365272067852,0,3,0,0.2516352381082148,28,3200,2661,53231,33637,19594,7,0.770331365545233,5,0,0
659,67455.0,29548.0,60.0,45,0,1,0,2,2,451,0.1884031889505615,1,0,0.0932076109729541,0,4,0,0.1992206988860157,24,7745,1006,14728,4555,10173,22,0.6121238105892415,8,1,1
477,104727.0,17313.0,12.0,47,0,2,1,1,0,358,0.0182339385587197,6,1,0.2798493776749425,0,3,0,0.2500634087990293,29,3702,799,43634,15770,27864,26,0.9816475721184132,6,1,1
335,53483.2,20869.0,4.5,48,1,3,2,0,1,774,0.1114542788925622,2,0,0.9298575737156634,0,4,0,0.1698973680961481,28,8989,2967,24620,95069,50480,16,0.4788364640650399,10,1,0
621,39413.0,19386.0,36.0,48,0,1,1,2,0,97,0.4785101476548102,2,1,0.2104393011721267,0,3,0,0.2100895708683586,28,7459,573,189282,4196,185086,19,0.921560806639928,8,0,1
607,49089.0,20451.0,60.0,41,0,1,0,1,0,304,0.2144500755685534,3,1,0.2673399587752354,0,3,0,0.2428429727429274,24,3670,1916,85754,13320,72434,21,0.7729046683747053,5,1,0
471,41328.8,25348.0,6.3,52,0,0,3,4,1,275,0.0421500860656461,0,3,0.9436386692160956,0,3,0,0.0763123962864802,7,4560,2381,32189,45603,46250,10,0.2627477553085211,25,1,0
401,55759.2,7966.0,0.9,58,1,3,3,0,1,280,0.6762225839783075,10,7,0.6996782540580313,0,4,0,0.1498627734468936,16,5569,2042,87738,62717,-6887,29,0.8966377479044207,34,1,0
578,49921.0,9356.160000000002,15.0,51,0,2,2,4,2,337,0.1430727192142913,1,6,0.1952365651662535,0,4,0,0.1007502691873368,6,4460,571,101616,19450,42409,4,0.7295019232780139,15,0,1
313,42612.8,20665.0,15.3,34,0,2,2,3,1,675,0.1977900431435598,6,8,0.5333381971859237,0,2,1,0.0687555098619973,0,690,1441,20296,17491,40231,9,0.8832329196054797,16,1,0
333,52356.8,21329.0,10.8,41,0,3,1,4,0,473,0.801877453283041,10,5,0.3249449333851226,0,4,0,0.0600355285209931,1,7633,2043,7526,89951,-14913,15,0.4613997974781942,13,1,0
504,49089.0,12053.760000000002,9.0,55,2,3,3,2,2,288,0.4886036731517504,13,1,0.1007413569394432,0,0,0,0.1172865777882877,18,2115,2280,190634,33255,29150,26,0.7208602370214524,19,0,1
431,68297.6,21454.0,20.7,29,2,1,4,2,2,444,0.0682479489133663,13,2,0.463014433730791,0,2,0,0.1525507075821072,28,9395,3549,57846,69644,35726,1,0.923384271279774,0,0,0
626,37299.0,7946.0,36.0,51,0,2,2,2,3,311,0.255316483373966,1,1,0.1660360336800349,0,2,0,0.1811852593714723,22,12490,101,13870,49071,4274,22,0.7527370545005605,10,0,1
645,57312.0,15472.0,24.0,52,2,1,0,2,3,537,0.3988377621754713,2,1,0.2367558747784878,0,3,0,0.1703530025823406,34,2757,521,118811,36585,82226,27,0.8856607477880135,0,0,1
586,63945.0,8846.720000000001,9.0,38,1,0,3,0,2,487,0.3949570601614991,7,6,0.2209654720221758,0,2,0,0.2230097941149752,26,3433,1065,112109,34673,99744,6,0.0697018537626733,12,1,1
421,66999.2,22431.0,0.9,55,1,1,3,3,3,619,0.105967156905652,7,5,0.4484493937088486,0,4,0,0.1064057306025769,16,5130,1151,81404,77510,39152,28,0.8927781945832605,8,0,0
329,64024.8,16283.0,7.2,57,2,1,3,0,3,570,0.1453654441158963,13,5,0.356426835951519,0,0,0,0.2469063798012696,10,5984,1487,-1283,69877,50333,24,0.7580088415333456,6,0,0
525,60466.0,20382.72,4.0,47,2,0,3,4,1,689,0.3753090513285132,5,1,0.1616455466506997,0,0,0,0.1916470013011348,25,7070,2495,198911,69857,25762,7,0.7131020896377399,22,0,1
812,32110.0,13312.0,8.0,34,1,0,3,3,1,413,0.4330414712693851,3,3,0.2352184689116079,0,4,0,0.1603570839419225,26,1393,2268,166331,42111,68563,16,0.7900910148841671,8,0,1
633,32952.0,13401.0,36.0,47,0,3,3,1,1,116,0.166806471875356,1,1,0.4890142156348949,1,3,1,0.1641861528785234,21,16438,898,151107,9114,141993,8,0.7919134996406852,5,1,0
503,63346.0,13891.0,96.0,47,0,3,0,1,2,594,0.2115144063627472,1,0,0.6224907177322144,0,0,0,0.2951493547420818,17,694,7567,169643,27559,142084,11,0.6068649254923183,5,0,0
585,84709.0,33776.0,60.0,18,0,0,0,4,3,311,0.0593394262696721,0,2,0.2104639517611359,0,3,0,0.2207863146841771,26,858,4001,23404,19743,3661,23,0.5873090783965488,4,1,1
383,50214.4,15912.0,0.9,35,1,0,4,2,3,532,0.5951491185674632,3,6,0.4618387044692904,0,3,0,0.157412239047121,24,2818,2005,170518,47063,70039,15,0.9414619948855684,15,1,0
842,25236.800000000003,25900.0,3.6,45,1,2,4,3,0,659,0.0206108807063027,11,7,0.2163440132449301,0,4,0,0.1043765965660371,14,5443,1128,92811,28333,61935,1,0.1605390189806244,25,1,0
633,40328.0,54729.0,24.0,38,0,1,4,1,3,309,0.086024363248429,6,0,0.4486214538197828,0,1,0,0.2169542132854213,18,992,1134,48332,16731,31601,16,0.7620310630884588,6,1,0
554,53353.0,14727.0,48.0,54,0,2,1,0,3,189,0.2316545061285091,2,1,0.3356569077910701,0,4,0,0.2490181791519476,16,2215,10924,18668,17369,1299,13,0.6062365383597119,0,1,0
546,35605.0,34446.0,48.0,57,0,2,0,4,3,455,0.1624456799594985,2,0,0.3507730274255889,0,0,1,0.2364908554814787,22,4053,249,155077,3039,152038,10,0.3977516065474782,3,1,0
419,46452.0,17476.0,13.5,33,0,2,1,0,1,473,0.1499196189289388,14,0,0.2088383962911063,0,2,0,0.2754747923351552,24,2678,1864,117857,51896,27245,10,0.1654844394306631,3,1,0
667,44108.0,18180.0,4.5,50,1,1,3,2,2,452,0.5628533104570965,9,6,0.6094106872920608,0,3,0,0.2895619101207635,13,7961,1581,97835,35358,57352,11,0.3994329472346336,27,1,0
631,63914.0,17142.0,60.0,29,0,1,2,4,3,502,0.5237168102628191,2,0,0.1951161831541188,0,1,0,0.1999866703176852,34,14167,2214,114840,26787,88053,14,0.6166872820478828,4,1,1
622,92844.0,21426.0,36.0,31,1,0,1,1,0,318,0.0175618761540615,3,2,0.1829773167204743,0,2,0,0.2100766329115352,14,3538,714,38651,2646,36005,5,0.9766148305475828,2,0,0
431,55156.0,19900.0,6.3,57,1,1,3,3,0,453,0.5074400152153743,2,6,0.1707971442181658,0,3,0,0.1034717808480611,27,4770,3462,82324,69878,6586,21,0.2536122031948741,1,1,0
679,54449.600000000006,16129.0,10.8,44,0,1,4,4,1,704,0.3040404684914519,5,1,0.2509168960714041,0,1,0,0.0101472470861746,11,7535,2189,19256,34447,135317,15,0.6936375855017242,17,1,0
623,56886.0,13596.0,96.0,36,2,3,1,4,0,292,0.135317381934336,0,0,0.0720381741038543,0,3,0,0.2542455282457573,19,33642,3165,36807,23219,13588,14,0.7188703218225728,4,1,0
656,74868.0,7416.960000000001,20.0,31,0,3,0,2,1,474,0.4421170297081769,0,4,0.0085011508023427,0,3,0,0.1811086137386551,18,6714,1657,143055,36204,56859,4,0.758023601715381,7,1,1
610,34549.0,85448.0,60.0,33,0,3,0,1,0,363,0.4091545072815568,4,1,0.486545352467199,0,0,0,0.3332732677212069,14,512,817,106213,39279,66934,4,0.898071117211584,5,1,0
478,39180.0,16645.0,12.0,35,0,1,1,4,3,635,0.6395625784704527,2,1,0.3826226698404621,0,1,0,0.2484351796251577,23,7960,1189,16421,11768,4653,24,0.8020947703768861,5,1,0
616,152552.0,28010.0,12.0,35,0,2,0,1,0,270,0.4733494186983242,4,0,0.2264434237338267,0,3,0,0.1729851158432916,24,3283,2843,223074,7053,216021,26,0.5976942731842898,5,1,1
356,53825.600000000006,22009.0,10.8,52,0,0,3,1,1,287,0.0331919512111363,6,5,0.8194321417224101,0,3,0,0.0948454709316119,19,777,2595,111262,60291,57534,29,0.6743911167742512,7,1,0
578,127825.0,21610.0,48.0,51,0,2,1,1,3,290,0.4598188879404006,1,1,0.1489834980274316,0,3,0,0.2302304000648268,20,1787,1276,32027,34960,7175,25,0.7528618770770275,3,1,1
623,62695.0,34409.0,60.0,36,0,1,2,0,3,122,0.3775299379346341,2,2,0.3240814145818901,0,3,0,0.2148295264010712,26,2133,6722,317059,90361,226698,6,0.940422713526147,2,0,0
510,55801.0,10268.160000000002,5.0,56,2,0,1,4,2,609,0.3221515642456461,2,7,0.8215040601889624,0,3,0,0.2179483739278968,20,13603,961,49852,44267,86703,23,0.8547582033340122,29,0,1
670,32711.2,24207.0,13.5,39,1,1,4,3,3,994,0.5964578438995253,11,1,0.7480284762043278,0,4,0,0.2660341124187738,29,4228,1337,147653,2721,18278,2,0.335106962457976,8,1,0
673,63897.0,9522.56,7.0,56,1,1,1,2,2,229,0.1836450331153843,2,7,0.0031256375246775,0,4,0,0.1967227498023119,9,12633,1727,174777,1529,34801,7,0.7488601907484334,6,1,1
463,51515.2,24858.0,3.6,60,2,0,0,2,1,274,0.910310263956048,7,0,0.9032835396368426,0,4,0,0.039630013199988,12,3543,1932,247011,37798,27487,4,0.6307275886962104,36,1,0
545,53062.0,10869.760000000002,8.0,55,2,1,3,4,1,783,0.6217008303526179,10,0,0.4319438172623888,0,4,0,0.040182219052791,19,5266,4385,109126,26180,45258,12,0.6786796365281461,0,0,1
555,105765.0,19990.0,96.0,39,0,2,2,1,3,214,0.1437705141093299,4,2,0.3370038308203737,0,0,0,0.2667389606311232,20,15713,2735,32458,63683,8126,6,0.6481346021579031,6,1,1
612,50683.0,20712.0,24.0,40,0,2,1,2,2,146,0.2226282243493437,2,0,0.4017653402059035,0,0,0,0.1893932338009398,25,10449,3523,301791,18463,283328,8,0.9063325011955142,1,0,1
559,20255.0,15085.0,36.0,32,0,2,5,0,3,588,0.1194226430042006,3,1,0.2986493072808151,0,1,0,0.2395118635030526,20,1067,500,44192,45666,1937,16,0.9416033698173782,2,1,0
593,15000.0,17716.0,60.0,34,2,1,1,1,0,700,0.3291193769725529,3,1,0.2804980824795383,0,1,0,0.2208808683637621,27,7395,832,53534,89844,6748,24,0.9731339518784522,4,1,0
404,31824.0,18961.0,36.0,27,2,1,2,0,0,417,0.3094813489546617,3,0,0.4058337475593094,0,1,0,0.3178386269983153,14,3546,3567,73537,10051,63486,13,0.7051866665746083,4,1,0
439,41540.8,20649.0,2.7,45,2,2,1,3,0,424,0.1379143234838481,0,4,0.4611421505635403,0,3,0,0.1573867428307022,16,6019,2322,109300,55102,66893,4,0.5091557197374479,19,1,0
384,38158.4,21225.0,5.4,34,0,1,2,2,2,329,0.3336435706177159,13,1,0.136931406633349,0,2,0,0.1934456955316289,19,6636,1839,55553,-1291,63364,8,0.8675943859509344,15,1,0
638,109527.0,49940.0,48.0,52,0,1,1,2,3,243,0.307687123086559,3,0,0.3250803088454044,0,3,0,0.1989521869919994,18,1947,859,144422,3650,140772,1,0.8949735702555807,4,1,1
520,39552.0,15057.280000000002,14.0,52,1,2,4,4,3,145,0.611120388982595,1,6,0.7277578662099861,0,4,0,0.2406874958710121,20,5124,1035,174332,12891,58755,6,0.0721472248580906,33,0,1
557,21658.0,14026.0,84.0,27,1,2,1,0,3,436,0.3203658460439466,3,2,0.1662563435935398,0,2,0,0.3126312,30,21652,275,290213,28228,261985,12,0.6169047765034469,5,1,0
414,54180.0,17474.0,17.1,39,1,1,2,4,3,309,0.0916924369099476,14,7,0.1515313534364533,0,2,0,0.1894757800786213,21,5450,2129,115666,-5049,66515,16,0.1335885421969862,1,1,0
602,37671.0,10442.0,24.0,51,0,2,3,3,0,284,0.3352500263469689,3,0,0.555141517220127,0,4,0,0.1649405261013544,21,199,4187,164225,83158,81067,13,0.7636327999791285,6,1,0
732,31257.0,15691.520000000002,11.0,45,2,0,0,3,1,349,0.4042202738876486,4,7,0.5240785765675628,0,4,0,0.2918906419811746,27,2888,1696,180290,50520,113775,13,0.7348500373253677,23,0,1
596,22350.0,34900.0,84.0,46,0,1,3,4,2,384,0.7329589523007457,4,1,0.5292955111240544,0,3,1,0.20952,19,2990,1225,17398,5280,12118,9,0.9203703503677638,4,1,0
423,53797.600000000006,25201.0,5.4,39,2,2,2,4,1,521,0.24140652964502,11,1,0.6560797694366468,0,2,0,0.1383476101789663,26,10892,1722,16403,92492,37157,17,0.3752821803631453,2,1,0
540,45265.600000000006,18514.0,7.2,50,1,3,0,1,0,838,0.660349218951085,14,7,0.9767013727819714,0,4,0,0.1673922887100195,11,5820,3647,216980,44967,28679,10,0.9549277444956008,16,1,0
611,152251.0,17165.0,48.0,42,0,1,1,1,1,301,0.1355360212354842,2,1,0.1832619841344233,0,3,0,0.1769324867316156,26,1421,625,9293,73511,4317,16,0.5707279112871013,3,1,1
591,55714.0,18533.0,24.0,35,0,2,4,1,1,322,0.813669406659769,6,2,0.213844054804996,0,3,1,0.2376395999999999,29,670,6303,241960,15467,226493,13,0.6786995310307198,3,1,0
561,42147.0,32200.0,24.0,35,2,0,3,3,1,768,0.3810152202240791,3,0,0.6656840636844871,0,1,0,0.2122009715778607,25,1496,506,90608,29866,60742,26,0.9263729186070712,6,1,0
608,38144.0,27210.0,48.0,42,0,1,4,0,0,263,0.2519967503459652,3,2,0.3184601172793142,0,2,0,0.2072585087283888,28,1727,865,140875,55471,85404,4,0.7796386936116925,4,1,0
386,64540.0,21503.0,17.1,43,0,0,3,0,0,400,0.1913868552102199,7,5,0.7471959767590137,0,3,0,0.0317144852326922,5,6331,333,149849,90794,98407,3,0.4903810332044799,13,0,0
565,30934.0,19603.0,36.0,35,0,1,1,1,3,1124,0.3757226614126573,3,2,0.0766768585041485,0,2,0,0.2457648475482697,22,13798,3369,53444,36967,16477,1,0.7974327998141022,4,1,0
616,72301.0,12884.48,3.0,57,0,1,3,0,3,335,0.513657495640999,3,8,0.7777764593523147,0,0,0,0.2204478872952056,8,711,2111,68754,8435,67981,19,0.2523345678945707,8,1,1
522,65313.0,13832.320000000002,25.0,35,2,2,3,1,3,128,0.6611024951571347,9,3,0.8125062880396732,0,3,0,0.1565146482011634,10,4207,-355,71465,52195,48063,8,0.0557731995578226,10,1,1
602,100907.0,26270.0,36.0,31,1,1,1,1,1,234,0.275121689475397,1,0,0.1002102257553164,0,3,0,0.1978558778911688,30,16278,994,70809,49924,20885,24,0.5889014755902745,5,1,1
614,121455.0,19627.0,60.0,34,0,1,3,0,3,404,0.034671097535732,1,3,0.23720982717446,0,1,0,0.1916767236830324,20,12213,1399,54313,34192,20121,6,0.8640164913378863,2,1,1
579,66674.0,11200.64,7.0,48,1,0,0,2,0,516,0.3204098643299216,13,0,0.1326586482711438,0,0,0,0.0446232978836,17,8432,1262,100687,49963,79741,5,0.735391147113546,28,1,1
545,51382.0,31370.0,36.0,24,2,2,0,0,2,762,0.6194789800677385,3,3,0.488680296763505,0,1,0,0.2497651493478396,15,16230,2604,62667,17691,44976,16,0.9450322153806424,9,1,0
571,56609.0,8046.0,24.0,26,0,2,5,4,3,293,0.59224099858579,3,0,0.5162604277652012,0,0,0,0.1774695280116067,22,1042,165,15551,8797,6754,8,0.710235982093052,5,0,1
619,80097.0,14366.72,6.0,48,0,3,3,4,0,352,0.3305431122657389,0,8,0.0970346343449908,0,1,0,0.1086386679755639,9,837,2782,157202,28022,59144,20,0.1607035883003157,15,1,1
610,64801.600000000006,11182.0,3.6,59,2,0,2,2,0,365,0.7897503361240699,2,4,0.4507200138495947,0,4,0,0.0747709388578904,26,8457,2068,206060,56940,51784,14,0.3012097640498736,4,0,0
318,46427.2,20410.0,7.2,47,0,1,4,1,3,257,0.369704180533647,6,5,0.92820416700818,0,3,0,0.2215885152891052,5,-592,92,114755,22673,110201,19,0.7817190167717314,15,1,0
536,46720.0,13059.0,60.0,56,0,0,1,0,0,625,0.3589706754500495,4,1,0.1001885285434525,1,4,0,0.2243668323230087,28,849,446,31469,21493,9976,23,0.9867709610359524,7,1,0
579,84343.0,14872.96,28.0,36,2,1,1,4,0,363,0.9026687064350244,13,1,0.6939164120559274,0,3,0,0.2798399526954017,12,-246,2537,50423,7686,52182,12,0.4222806118133687,2,1,1
755,44201.600000000006,18679.0,6.3,42,2,2,1,0,1,373,0.232984884231564,0,1,0.515070259818466,0,4,0,0.0490213268744987,12,2893,2393,145017,76602,43034,1,0.3214714727645962,23,1,0
376,60523.2,17835.0,12.6,39,1,1,2,3,3,658,0.0927246828288311,12,9,0.2810216157968737,0,4,0,0.0230948467060691,15,5683,3145,13104,54427,35653,12,0.562697120541804,0,1,0
509,26062.0,17169.0,48.0,35,2,1,1,2,2,223,0.1864398371149913,3,1,0.164161987253264,0,3,0,0.2270684728133837,27,1162,889,3590,9672,3688,19,0.8852271031702398,2,1,0
414,23152.0,10113.0,36.0,26,0,2,0,1,0,394,0.0885891526399158,3,2,0.2239377857303037,0,1,0,0.2714036407036859,30,1035,1149,38735,28962,9773,7,0.9676395429641148,3,1,0
604,56643.0,15849.0,24.0,40,0,0,3,2,3,399,0.1861878311230835,7,0,0.4405164987701881,0,1,0,0.19788448872136,17,1542,1182,441258,91492,349766,12,0.7310019462281516,4,0,1
334,31410.4,26520.0,2.7,47,0,2,0,4,0,606,0.2475331045910834,12,9,0.0126549399153772,0,1,1,0.1380267014702685,20,7460,2570,119779,59387,50416,12,0.5592257554007238,14,1,0
375,33053.6,14716.0,9.9,45,1,2,0,4,1,552,0.7956653005403576,9,9,0.2516386609196385,0,4,0,0.269934694701901,1,5979,775,104994,16268,28634,8,0.2561827826566618,26,1,0
523,49257.0,14330.880000000005,15.0,50,0,2,1,3,3,884,0.4469384861958864,11,8,0.680131899791696,0,1,0,0.2997158039422775,25,5458,2655,72926,50862,51103,22,0.7691633203612447,25,0,1
682,64916.0,20402.0,14.4,39,2,0,3,4,0,332,0.0192258357023206,9,3,0.3576452764524664,0,1,0,0.1810332548328697,10,5506,1924,100599,51451,96482,0,0.4474312908729571,2,0,0
506,16234.0,16802.0,36.0,40,0,2,2,3,0,286,0.2492839010137875,4,2,0.0775005232337172,0,1,0,0.2364298833907498,24,1874,60,149720,9291,140429,18,0.7493835158041203,8,1,0
791,79587.0,7232.0,16.0,51,0,1,0,1,2,559,0.2777201246254689,2,5,0.2842321184359138,0,0,0,0.0311492965847533,20,6114,3616,92446,19854,18739,22,0.1078456608793115,27,1,1
668,60989.0,17596.0,24.0,56,0,2,3,1,0,443,0.1846972563733322,2,4,0.302273740868536,0,2,0,0.1396864786521609,23,1203,1051,25870,93063,5640,8,0.8482132035040553,7,1,1
646,39714.0,24312.0,72.0,38,0,1,2,1,0,508,0.1855036905030412,8,1,0.1712999536906071,0,3,0,0.2213674263705824,27,1017,3204,45910,103940,10418,1,0.8409416596416908,5,1,0
808,52438.4,19130.0,10.8,31,2,3,3,0,0,903,0.8622157762662516,5,7,0.3073964322527862,0,3,0,0.080656243307436,16,6170,2721,91449,72102,69402,0,0.7140083817591704,11,1,0
671,34185.0,12208.0,17.0,41,2,3,0,3,1,315,0.7167315908054677,7,1,0.0363642695758424,0,0,0,0.1885339028138111,21,6125,1989,58132,476,52139,12,0.7402905702448308,12,0,1
565,44863.2,27358.0,0.9,28,0,0,2,3,0,697,0.1959679556534441,2,2,0.6708471944407046,0,2,0,0.1839555945831942,19,3364,2076,74839,20230,39823,0,0.540212955168891,8,1,0
575,55744.8,13978.0,4.5,27,1,3,1,0,2,630,0.1484831319687762,6,4,0.8699404387458985,0,4,1,0.1744615292169845,24,3374,2489,42250,60987,40842,7,0.2644625270185466,6,1,0
338,64022.4,19876.0,24.3,38,1,1,2,1,0,568,0.7809067558072134,6,1,0.3541670862834369,0,2,0,0.2028402518597747,23,8445,1084,92571,64797,34120,20,0.462340547292591,9,0,0
